transaction_key,item,transaction_type,quantity,transaction_date,unit,assigned_to,serial_numbers,description,remark,source_ref
STK-ACBFA0B87E,Desktop HP HP ProDesk 400 G3 MT,IN,1,24/02/2025,pcs,,SGH649PK2B,Closed VE03,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=722
STK-5EF0D78B0C,Bill Printer Epson TM-T82III,IN,1,24/02/2025,pcs,,X7BA004103,Closed VE03,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=723
STK-57E7BDA562,Monitor Dell,IN,1,24/02/2025,pcs,,CN-098W4H---2V8M,Closed VE03,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=724
STK-72FCA7B2F9,Scanner Datalogic QW2100,IN,1,24/02/2025,pcs,,G21E85723,Closed VE03,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=725
STK-DB88528D8B,Cash Drawer Maken MK410,IN,1,24/02/2025,pcs,,MK410210300816,Closed VE03,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=726
STK-C8BE12881E,Pole Display VFD220U,IN,1,24/02/2025,pcs,,120034,Closed VE03,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=727
STK-CF632C6DBA,TP link tl sf1008d,IN,1,24/02/2025,pcs,,TL-SF1008D,Closed VE03,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=728
STK-085A882FB2,Desktop HP Prodesk 400G3 DM,IN,1,24/02/2025,pcs,,8CG8105N2V,Closed VN04,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=729
STK-6FE9042A6E,A4 Printer HP Neverstop Laser 1000w,IN,1,24/02/2025,pcs,,CNBRP83386,Closed VN04,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=730
STK-8075FAEC82,Cash Drawer Maken MK410,IN,1,24/02/2025,pcs,,MK410210300431,Closed VN04,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=731
STK-7BAE4E97F4,Pole Display VFD220U,IN,1,24/02/2025,pcs,,120032,Closed VN04,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=732
STK-EB8B332193,Scanner Datalogic QW2100,IN,1,24/02/2025,pcs,,G21M82741,Closed VN04,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=733
STK-E1992C9F73,Bill Printer Epson TM-T82III,IN,1,24/02/2025,pcs,,X7BA004091,Closed VN04,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=734
STK-958D2D52E7,Monitor HP V190,IN,1,24/02/2025,pcs,,1CR82307CR,Closed VN04,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=735
STK-B34B490F2D,Dell E2216HV,IN,1,24/02/2025,pcs,,CN-OXTW00-FCC00-21L-DFDB-A15,Closed VN04,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=736
STK-22FA91F658,Maken MK410,OUT,1,25/02/2025,pcs,,MK410220300534,VA14,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=737
STK-740D611BDF,Laptop Hp ProBook 440 G9,OUT,1,2025-05-03 00:00:00,pcs,,5CD250F9ZW,VA23,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=738
STK-9620A67FCE,Poscom,IN,1,2025-05-03 00:00:00,pcs,,,Closed ZV07,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=739
STK-B8DDC107B0,USB Wifi TP-Link AC1300,IN,1,2025-05-03 00:00:00,pcs,,,Closed ZV07,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=740
STK-A46E89796E,Datalogic QW2100,IN,1,2025-05-03 00:00:00,pcs,,G23C76551,Closed ZV07,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=741
STK-E1F337C451,Epson TM-82III,IN,1,2025-05-03 00:00:00,pcs,,X7BA003673,Closed ZV07,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=742
STK-F1030AF8D4,HP Laser NEVERSTOP 1000W,IN,1,2025-05-03 00:00:00,pcs,,CNBRP837ZY,Closed ZV07,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=743
STK-D176B111A6,KPOS-VFD-220U,IN,1,2025-05-03 00:00:00,pcs,,VFD220U13B20120039,Closed ZV07,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=744
STK-6755DD3130,Fortigate-40F,IN,1,2025-07-03 00:00:00,pcs,,FGT40FTK24012877,Closed VR12,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=745
STK-33BC82507F,Epson TM-82III,IN,1,2025-07-03 00:00:00,pcs,,X7B9025198,Closed VR12,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=746
STK-FB6751A175,HP ProDesk 400 G6 DM,ADJUSTMENT,1,2025-07-03 00:00:00,pcs,,,Closed VR12,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=747
STK-888A30A867,Canon LBP 2900,IN,1,2025-07-03 00:00:00,pcs,,NMYA922095,Closed VR12,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=748
STK-F4BFA90705,Scanner Datalogic QW2100,IN,1,2025-07-03 00:00:00,pcs,,G23D05251,Closed VR12,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=749
STK-70DD38F5BA,HP V20,IN,1,2025-07-03 00:00:00,pcs,,3CQ2320F08,Closed VR12,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=750
STK-647485C387,Pole Display,IN,1,2025-07-03 00:00:00,pcs,,D190928010130MK,Closed VR12,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=751
STK-BC6F913903,Cisco CBS110-16T-EU,IN,1,2025-07-03 00:00:00,pcs,,PSZ27111C7N,Closed VR12,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=752
STK-6DC3F17535,HP ProDesk 400 G6 DM,IN,1,2025-07-03 00:00:00,pcs,,8CC22011LP,Closed VE12,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=753
STK-4A1AB02522,Laptop Hp ProBook 440 G9,OUT,1,2025-11-03 00:00:00,pcs,,5CD250F9PD,Event zv25,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=754
STK-6FA3FA6063,Scanner Datalogic QW2100,OUT,1,2025-11-03 00:00:00,pcs,,G21E85754,Event zv25,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=755
STK-F328190CAA,Epson TM-82III,OUT,1,2025-11-03 00:00:00,pcs,,X7B9025644,Event zv25,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=756
STK-70CDBC1831,Fortigate-40F,OUT,1,20/3/2025,pcs,,FGT40FTK2309D2DB,Vi03,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=757
STK-5176D18EDD,Laptop Dell Latitude 3520,OUT,1,2025-01-04 00:00:00,pcs,,JWZF7S3,VN03 Event,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=758
STK-92F6A6B8D3,Epson TM-82III,OUT,1,2025-01-04 00:00:00,pcs,,X7BA002821,VN03 Event,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=759
STK-92368EF63B,Scanner Datalogic QW2100,OUT,1,2025-01-04 00:00:00,pcs,,G22F27244,VN03 Event,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=760
STK-E2F78C1339,Laptop Lenovo Thinkpad X280,OUT,1,2025-05-15 00:00:00,pcs,,PC0VT5R5,VA08 event,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=761
STK-43A4146CFD,Epson TM-82III,OUT,1,2025-05-15 00:00:00,pcs,,X7B9022786,VA08 event,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=762
STK-61F679C94C,Scanner Datalogic QW2100,OUT,1,2025-05-15 00:00:00,pcs,,G23C76627,VA08 event,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=763
STK-1747205A84,TP-Link MR6400,IN,1,25/05/2025,pcs,ZV10,2234111003742,,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=764
STK-08ED8B63AD,TP-Link MR6400,OUT,1,25/05/2025,pcs,,2234111003742,For VN03,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=765
STK-19730C173E,Wifi UBIQUITI UniFi,IN,1,2025-05-29 00:00:00,pcs,,9C05D67986B5,Nhập Từ Sóng Nam,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=766
STK-3AA5A48C5C,Star-SM-L200-UB40,IN,1,2025-05-29 00:00:00,pcs,,2530022102301145,,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=767
STK-A48AD22A53,Fortigate-40F,IN,1,25/05/2025,pcs,,FGT40FTK24086915,,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=768
STK-4382A2BF75,Fortigate-40F,IN,1,25/05/2025,pcs,,FGT40FTK2309D2DB,,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=769
STK-F99E596581,Star-SM-L200-UB40,IN,1,2025-05-29 00:00:00,pcs,,2530022102300950,,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=770
STK-445D9C3643,Star-SM-L200-UB40,IN,1,2025-05-29 00:00:00,pcs,,234123052300546,,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=771
STK-ED7E44C5C5,Star-SM-L200-UB40,IN,1,2025-05-29 00:00:00,pcs,,2530022102300930,,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=772
STK-F3A57BECF8,Star-SM-L200-UB40,IN,1,2025-05-29 00:00:00,pcs,,2530022102301150,,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=773
STK-98DB9FF852,Wifi UBIQUITI UniFi,IN,1,2025-05-29 00:00:00,pcs,,9C05D67985DB,Nhập Từ Sóng Nam,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=774
STK-4AA6746D5E,Wifi UBIQUITI UniFi,IN,1,2025-05-29 00:00:00,pcs,,9C05D6798566,Nhập Từ Sóng Nam,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=775
STK-BB58AE421B,Wifi UBIQUITI UniFi,IN,1,2025-05-29 00:00:00,pcs,,9C05D67981E2,Nhập Từ Sóng Nam,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=776
STK-7A1FE575B2,Wifi UBIQUITI UniFi,IN,1,2025-05-29 00:00:00,pcs,,9C05D6798854,Nhập Từ Sóng Nam,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=777
STK-50D2568515,Wifi UBIQUITI UniFi,IN,1,2025-05-29 00:00:00,pcs,,9C05D679802B,Nhập Từ Sóng Nam,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=778
STK-2946059312,Wifi UBIQUITI UniFi,IN,1,2025-05-29 00:00:00,pcs,,9C05D6797F4E,Nhập Từ Sóng Nam,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=779
STK-A724986C15,Wifi UBIQUITI UniFi,IN,1,2025-05-29 00:00:00,pcs,,9C05D679882E,Nhập Từ Sóng Nam,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=780
STK-13038C6470,Wifi UBIQUITI UniFi,IN,1,2025-05-29 00:00:00,pcs,,9C05D67987D6,Nhập Từ Sóng Nam,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=781
STK-083B60A113,Wifi UBIQUITI UniFi,IN,1,2025-05-29 00:00:00,pcs,,9C05D6798563,Nhập Từ Sóng Nam,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=782
STK-7ED6D0EC29,Wifi UBIQUITI UniFi,IN,1,2025-05-29 00:00:00,pcs,,9C05D6797F4B,Nhập Từ Sóng Nam,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=783
STK-78C3E9B5DC,Wifi UBIQUITI UniFi,IN,1,2025-05-29 00:00:00,pcs,,9C05D6797F57,Nhập Từ Sóng Nam,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=784
STK-31491DAD3A,Wifi UBIQUITI UniFi,IN,1,2025-05-29 00:00:00,pcs,,9C05D679886A,Nhập Từ Sóng Nam,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=785
STK-E78A8ACFFE,Wifi UBIQUITI UniFi,IN,1,2025-05-29 00:00:00,pcs,,9C05D6798618,Nhập Từ Sóng Nam,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=786
STK-91CAC2B8E5,Wifi UBIQUITI UniFi,IN,1,2025-05-29 00:00:00,pcs,,9C05D67986D9,Nhập Từ Sóng Nam,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=787
STK-1AB0884F65,Wifi UBIQUITI UniFi,IN,1,2025-05-29 00:00:00,pcs,,9C05D6798529,Nhập Từ Sóng Nam,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=788
STK-427ED3F6E1,Wifi UBIQUITI UniFi,IN,1,2025-05-29 00:00:00,pcs,,9C05D67987ED,Nhập Từ Sóng Nam,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=789
STK-A3331C330E,Wifi UBIQUITI UniFi,IN,1,2025-05-29 00:00:00,pcs,,9C05D679862C,Nhập Từ Sóng Nam,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=790
STK-8F5FDEF339,Wifi UBIQUITI UniFi,IN,1,2025-05-29 00:00:00,pcs,,9C05D679853C,Nhập Từ Sóng Nam,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=791
STK-3E254A679F,Zebra TC26BK,IN,1,2025-05-29 00:00:00,pcs,,241646422789,Nhập Từ Sóng Nam,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=792
STK-8A1D0271DB,Zebra TC26BK,IN,1,2025-05-29 00:00:00,pcs,,2416164220532,Nhập Từ Sóng Nam,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=793
STK-EB4FA4500D,Zebra TC26BK,IN,1,2025-05-29 00:00:00,pcs,,2416564220113,Nhập Từ Sóng Nam,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=794
STK-97A623AC76,Zebra TC26BK,IN,1,2025-05-29 00:00:00,pcs,,2416164220360,Nhập Từ Sóng Nam,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=795
STK-533F48F212,Zebra TC26BK,IN,1,2025-05-29 00:00:00,pcs,,2416464222756,Nhập Từ Sóng Nam,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=796
STK-DFB256E13B,Zebra TC26BK,IN,1,2025-05-29 00:00:00,pcs,,2416564220341,Nhập Từ Sóng Nam,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=797
STK-1012968783,Zebra TC26BK,IN,1,2025-05-29 00:00:00,pcs,,2416464222668,Nhập Từ Sóng Nam,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=798
STK-FFF8CA0B78,Zebra TC26BK,IN,1,2025-05-29 00:00:00,pcs,,2416464222684,Nhập Từ Sóng Nam,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=799
STK-A5B662D3BD,Zebra TC26BK,IN,1,2025-05-29 00:00:00,pcs,,2416464222661,Nhập Từ Sóng Nam,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=800
STK-B7DDD2A47B,Zebra TC26BK,IN,1,2025-05-29 00:00:00,pcs,,2416164223427,Nhập Từ Sóng Nam,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=801
STK-37B2A6B69C,Zebra TC26BK,IN,1,2025-05-29 00:00:00,pcs,,2416564220914,Nhập Từ Sóng Nam,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=802
STK-731099309A,Zebra TC26BK,IN,1,2025-05-29 00:00:00,pcs,,2414464221654,Nhập Từ Sóng Nam,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=803
STK-8462A83B87,Zebra TC26BK,IN,1,2025-05-29 00:00:00,pcs,,2416364221407,Nhập Từ Sóng Nam,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=804
STK-CAD36F5CDF,Zebra TC26BK,IN,1,2025-05-29 00:00:00,pcs,,2416564220005,Nhập Từ Sóng Nam,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=805
STK-327255ED10,Zebra TC26BK,IN,1,2025-05-29 00:00:00,pcs,,2416464222699,Nhập Từ Sóng Nam,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=806
STK-971C47D805,Zebra TC26BK,IN,1,2025-05-29 00:00:00,pcs,,2416464222817,Nhập Từ Sóng Nam,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=807
STK-336D056EE0,Fortigate-40F,OUT,1,2025-02-06 00:00:00,pcs,,FGT40FTK24012877,VA23,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=808
STK-2F6B15D674,Zebra TC26BK,OUT,1,2025-04-06 00:00:00,pcs,,24161523023427,VN09,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=809
STK-F978EEE241,Zebra TC26BK,OUT,1,2025-04-06 00:00:00,pcs,,24165523020341,VN16,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=810
STK-43505FCE98,Zebra TC26BK,OUT,1,2025-04-06 00:00:00,pcs,,24144523021654,VN05,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=811
STK-690CE46004,Zebra TC26BK,OUT,1,2025-04-06 00:00:00,pcs,,24161523020360,VN08,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=812
STK-7DCE20BA1F,Zebra TC26BK,OUT,1,2025-04-06 00:00:00,pcs,,24164523022817,VN12,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=813
STK-03C917F315,Zebra TC26BK,OUT,1,2025-04-06 00:00:00,pcs,,24165523020914,VN07,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=814
STK-822911F914,Zebra TC26BK,OUT,1,2025-04-06 00:00:00,pcs,,24161523020532,VN27,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=815
STK-5799E28EBA,Zebra TC26BK,OUT,1,2025-04-06 00:00:00,pcs,,24164523022699,VA11,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=816
STK-B78E1F722D,Zebra TC26BK,OUT,1,2025-04-06 00:00:00,pcs,,24164523022789,VA03,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=817
STK-6E308674F3,Zebra TC26BK,OUT,1,2025-04-06 00:00:00,pcs,,24165523020005,VA08,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=818
STK-10ACA78066,Zebra TC26BK,OUT,1,2025-04-06 00:00:00,pcs,,24248523020405,VA12,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=819
STK-29BC758197,Zebra TC26BK,OUT,1,2025-04-06 00:00:00,pcs,,24164523022661,VA01,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=820
STK-92522A9EE8,Zebra TC26BK,OUT,1,2025-04-06 00:00:00,pcs,,24163523021407,VA05,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=821
STK-8E83E30636,Zebra TC26BK,OUT,1,2025-04-06 00:00:00,pcs,,24164523022668,VA15,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=822
STK-2D0275E917,Zebra TC26BK,OUT,1,2025-04-06 00:00:00,pcs,,S24144523021519,VA16,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=823
STK-E2525E3352,Zebra TC26BK,OUT,1,2025-04-06 00:00:00,pcs,,24165523020013,VA13,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=824
STK-38FD935DD4,Zebra TC26BK,OUT,1,2025-04-06 00:00:00,pcs,,24144523021823,VA14,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=825
STK-CD806BF5AC,Zebra TC26BK,OUT,1,2025-04-06 00:00:00,pcs,,24164523022756,VA20,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=826
STK-471E48D705,Bill Printer Epson TM-T82III,IN,1,16/06/2025,pcs,,TCCY011121,VI02 & VR02,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=827
STK-628DDC44D5,Scanner Datalogic QW2100,IN,1,16/06/2025,pcs,,G14MA2902,VI02 & VR02,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=828
STK-471F078F2C,Laptop Hp ProBook 440 G9,IN,1,24/6/2025,pcs,,5CD250F9PD,Event zv25,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=829
STK-C41FD9E5D7,Scanner Datalogic QW2100,IN,1,24/6/2025,pcs,,G21E85754,Event zv25,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=830
STK-60D6199587,Epson TM-82III,IN,1,24/6/2025,pcs,,X7B9025644,Event zv25,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=831
STK-39D4A84926,Laptop Hp ProBook 440 G9,OUT,1,25/6/2025,pcs,,5CD250F9PD,Event VN09,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=832
STK-E9AFA85202,Scanner Datalogic QW2100,OUT,1,25/6/2025,pcs,,G21E85754,Event VN09,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=833
STK-3BB21BC493,Epson TM-82III,OUT,1,25/6/2025,pcs,,X7B9025644,Event VN09,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=834
STK-3F6E0446F7,Laptop Dell Latitude 3520,OUT,1,25/6/2025,pcs,,5R4JGL3,Event VN10,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=835
STK-43AE1A6401,Bill Printer Epson TM-T82III,OUT,1,25/6/2025,pcs,,X7BA004103,Event VN10,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=836
STK-6E2343D870,Datalogic QW2100,OUT,1,25/6/2025,pcs,,G14MA2902,Event VN10,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=837
STK-D0738FD76C,Laptop Dell Latitude 3520,IN,1,25/6/2025,pcs,,H4K0BG3,Vi02&Vr02,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=838
STK-263F77285C,Postek printer,IN,1,2025-01-07 00:00:00,pcs,,I1623F0001,VN22,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=839
STK-42E52EBCE2,Mercusys,IN,1,2025-01-07 00:00:00,pcs,,22253D9009558,VN22,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=840
STK-ED5AC04C75,Mercusys,IN,1,2025-01-07 00:00:00,pcs,,22253D9009594,VN22,thíu sạc,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=841
STK-605C58DEFA,A4 Printer HP LaserJet,OUT,1,2025-07-07 00:00:00,pcs,,VNC3K04690,VI03,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=842
STK-D7BDFCB45F,Desktop HP PRO MINI 400 G9,IN,1,30/07/2025,pcs,,8CC51110Q1,for upgrade Win11,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=843
STK-A3E480CD4A,Desktop HP PRO MINI 400 G9,IN,1,30/07/2025,pcs,,8CC51110SM,for upgrade Win11,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=844
STK-F1A7D72409,Desktop HP PRO MINI 400 G9,IN,1,30/07/2025,pcs,,8CC51110T7,for upgrade Win11,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=845
STK-F6777AC783,Desktop HP PRO MINI 400 G9,IN,1,30/07/2025,pcs,,8CC51110R7,for upgrade Win11,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=846
STK-D8B48591AE,Desktop HP PRO MINI 400 G9,IN,1,30/07/2025,pcs,,8CC51110PK,for upgrade Win11,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=847
